File type,File format type,Output type,File assembly,Assay,Biosample term name,Biosample type,Biosample organism,Biosample treatments,Biosample genetic modifications methods,Biosample genetic modifications categories,Experiment target,Library made from,Experiment date released,Project,Lab,File download URL
bed,narrowPeak,pseudoreplicated peaks,GRCh38,ATAC-seq,HG02884,cell line,Homo sapiens,,,,,DNA,2021-02-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF354WTG/@@download/ENCFF354WTG.bed.gz
tsv,,gene quantifications,GRCh38,total RNA-seq,"activated naive CD4-positive, alpha-beta T cell",primary cell,Homo sapiens,anti-CD3 and anti-CD28 coated beads,,,,RNA,2021-06-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF884MLJ/@@download/ENCFF884MLJ.tsv
bigWig,,plus strand signal of unique reads,GRCh38,total RNA-seq,"activated naive CD4-positive, alpha-beta T cell",primary cell,Homo sapiens,anti-CD3 and anti-CD28 coated beads,,,,RNA,2021-06-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF098OUC/@@download/ENCFF098OUC.bigWig
bigWig,,minus strand signal of unique reads,GRCh38,total RNA-seq,"activated naive CD4-positive, alpha-beta T cell",primary cell,Homo sapiens,anti-CD3 and anti-CD28 coated beads,,,,RNA,2021-06-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF693XMJ/@@download/ENCFF693XMJ.bigWig
bigWig,,signal p-value,GRCh38,TF ChIP-seq,HeLa-S3,cell line,Homo sapiens,,,,MAX-human,DNA,2012-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF323ASO/@@download/ENCFF323ASO.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,HeLa-S3,cell line,Homo sapiens,,,,MAX-human,DNA,2012-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF666XCS/@@download/ENCFF666XCS.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,HeLa-S3,cell line,Homo sapiens,,,,MAX-human,DNA,2012-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF398RFF/@@download/ENCFF398RFF.bigBed
tsv,,enrichment,,RNA Bind-n-Seq,cell-free sample,cell-free sample,,,,,ZFP36L2-human,RNA,2020-12-02,ENCODE,"Chris Burge, MIT",https://www.encodeproject.org/files/ENCFF511LJA/@@download/ENCFF511LJA.tsv
tsv,,enrichment,,RNA Bind-n-Seq,cell-free sample,cell-free sample,,,,,ZFP36L2-human,RNA,2020-12-02,ENCODE,"Chris Burge, MIT",https://www.encodeproject.org/files/ENCFF827ILK/@@download/ENCFF827ILK.tsv
tsv,,enrichment,,RNA Bind-n-Seq,cell-free sample,cell-free sample,,,,,ZFP36L2-human,RNA,2020-12-02,ENCODE,"Chris Burge, MIT",https://www.encodeproject.org/files/ENCFF245MDF/@@download/ENCFF245MDF.tsv
tsv,,enrichment,,RNA Bind-n-Seq,cell-free sample,cell-free sample,,,,,ZFP36L2-human,RNA,2020-12-02,ENCODE,"Chris Burge, MIT",https://www.encodeproject.org/files/ENCFF510XIS/@@download/ENCFF510XIS.tsv
tsv,,enrichment,,RNA Bind-n-Seq,cell-free sample,cell-free sample,,,,,ZFP36L2-human,RNA,2020-12-02,ENCODE,"Chris Burge, MIT",https://www.encodeproject.org/files/ENCFF694JSN/@@download/ENCFF694JSN.tsv
tsv,,enrichment,,RNA Bind-n-Seq,cell-free sample,cell-free sample,,,,,ZFP36L2-human,RNA,2020-12-02,ENCODE,"Chris Burge, MIT",https://www.encodeproject.org/files/ENCFF472AJZ/@@download/ENCFF472AJZ.tsv
tsv,,gene quantifications,GRCh38,small RNA-seq,A549,cell line,Homo sapiens,,,,,RNA,2012-07-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF667AQB/@@download/ENCFF667AQB.tsv
bigWig,,minus strand signal of unique reads,GRCh38,small RNA-seq,A549,cell line,Homo sapiens,,,,,RNA,2012-07-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF891CZZ/@@download/ENCFF891CZZ.bigWig
bigWig,,plus strand signal of unique reads,GRCh38,small RNA-seq,A549,cell line,Homo sapiens,,,,,RNA,2012-07-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF178VYD/@@download/ENCFF178VYD.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"naive thymus-derived CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,,,,H3K4me1-human,DNA,2021-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF992BCE/@@download/ENCFF992BCE.bed.gz
bigWig,,signal p-value,GRCh38,Mint-ChIP-seq,"naive thymus-derived CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,,,,H3K4me1-human,DNA,2021-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF779NWT/@@download/ENCFF779NWT.bigWig
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"naive thymus-derived CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,,,,H3K4me1-human,DNA,2021-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF169SPV/@@download/ENCFF169SPV.bigBed
bigWig,,signal p-value,GRCh38,Mint-ChIP-seq,WTC11,cell line,Homo sapiens,,,,H3K4me1-human,DNA,2022-02-04,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF094XYI/@@download/ENCFF094XYI.bigWig
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,WTC11,cell line,Homo sapiens,,,,H3K4me1-human,DNA,2022-02-04,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF940XYI/@@download/ENCFF940XYI.bigBed
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,WTC11,cell line,Homo sapiens,,,,H3K4me1-human,DNA,2022-02-04,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF199JTJ/@@download/ENCFF199JTJ.bed.gz
bigWig,,read-depth normalized signal,GRCh38,DNase-seq,dermis microvascular lymphatic vessel endothelial cell,primary cell,Homo sapiens,,,,,DNA,2010-12-16,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF543IKD/@@download/ENCFF543IKD.bigWig
bigBed,narrowPeak,peaks,GRCh38,DNase-seq,dermis microvascular lymphatic vessel endothelial cell,primary cell,Homo sapiens,,,,,DNA,2010-12-16,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF686JWJ/@@download/ENCFF686JWJ.bigBed
bed,narrowPeak,peaks,GRCh38,DNase-seq,dermis microvascular lymphatic vessel endothelial cell,primary cell,Homo sapiens,,,,,DNA,2010-12-16,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF809MYW/@@download/ENCFF809MYW.bed.gz
tsv,,gene quantifications,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,MDM2-human,polyadenylated mRNA,2021-02-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF486SEY/@@download/ENCFF486SEY.tsv
bigWig,,plus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,MDM2-human,polyadenylated mRNA,2021-02-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF307GFQ/@@download/ENCFF307GFQ.bigWig
bigWig,,minus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,MDM2-human,polyadenylated mRNA,2021-02-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF679HGF/@@download/ENCFF679HGF.bigWig
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,keratinocyte,primary cell,Homo sapiens,,,,H3K27me3-human,DNA,2011-02-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF581CHF/@@download/ENCFF581CHF.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,keratinocyte,primary cell,Homo sapiens,,,,H3K27me3-human,DNA,2011-02-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF686GBZ/@@download/ENCFF686GBZ.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,keratinocyte,primary cell,Homo sapiens,,,,H3K27me3-human,DNA,2011-02-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF920HRZ/@@download/ENCFF920HRZ.bigBed
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,HepG2,cell line,Homo sapiens,,CRISPR,insertion,NFYB-human,DNA,2020-07-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF257CCO/@@download/ENCFF257CCO.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,HepG2,cell line,Homo sapiens,,CRISPR,insertion,NFYB-human,DNA,2020-07-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF174VYX/@@download/ENCFF174VYX.bigBed
bigWig,,signal p-value,GRCh38,TF ChIP-seq,HepG2,cell line,Homo sapiens,,CRISPR,insertion,NFYB-human,DNA,2020-07-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF086IWX/@@download/ENCFF086IWX.bigWig
bigWig,,signal p-value,mm10,TF ChIP-seq,MEL,cell line,Mus musculus,,,,MAX-mouse,DNA,2011-09-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF933SHE/@@download/ENCFF933SHE.bigWig
bed,narrowPeak,IDR thresholded peaks,mm10,TF ChIP-seq,MEL,cell line,Mus musculus,,,,MAX-mouse,DNA,2011-09-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF262ITC/@@download/ENCFF262ITC.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,mm10,TF ChIP-seq,MEL,cell line,Mus musculus,,,,MAX-mouse,DNA,2011-09-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF933DDY/@@download/ENCFF933DDY.bigBed
bigBed,narrowPeak,peaks,GRCh38,DNase-seq,posterior cingulate gyrus,tissue,Homo sapiens,,,,,DNA,2021-01-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF187WPT/@@download/ENCFF187WPT.bigBed
bigWig,,read-depth normalized signal,GRCh38,DNase-seq,posterior cingulate gyrus,tissue,Homo sapiens,,,,,DNA,2021-01-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF586PFT/@@download/ENCFF586PFT.bigWig
bed,narrowPeak,peaks,GRCh38,DNase-seq,posterior cingulate gyrus,tissue,Homo sapiens,,,,,DNA,2021-01-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF782XPH/@@download/ENCFF782XPH.bed.gz
bigBed,narrowPeak,conservative IDR thresholded peaks,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,,insertion,nhr-19-celegans,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF705DGR/@@download/ENCFF705DGR.bigBed
bigWig,,signal p-value,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,,insertion,nhr-19-celegans,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF700OWK/@@download/ENCFF700OWK.bigWig
bed,narrowPeak,conservative IDR thresholded peaks,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,,insertion,nhr-19-celegans,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF192HVG/@@download/ENCFF192HVG.bed.gz
bigWig,,signal p-value,GRCh38,TF ChIP-seq,H1,cell line,Homo sapiens,,,,EP300-human,DNA,2012-08-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF771MLB/@@download/ENCFF771MLB.bigWig
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,H1,cell line,Homo sapiens,,,,EP300-human,DNA,2012-08-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF937OPV/@@download/ENCFF937OPV.bigBed
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,H1,cell line,Homo sapiens,,,,EP300-human,DNA,2012-08-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF583FUX/@@download/ENCFF583FUX.bed.gz
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"CD4-positive, alpha-beta memory T cell",primary cell,Homo sapiens,,,,H3K9me3-human,DNA,2021-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF635BEJ/@@download/ENCFF635BEJ.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"CD4-positive, alpha-beta memory T cell",primary cell,Homo sapiens,,,,H3K9me3-human,DNA,2021-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF298JZN/@@download/ENCFF298JZN.bigBed
bigWig,,signal p-value,GRCh38,Mint-ChIP-seq,"CD4-positive, alpha-beta memory T cell",primary cell,Homo sapiens,,,,H3K9me3-human,DNA,2021-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF980ANP/@@download/ENCFF980ANP.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,MCF-7,cell line,Homo sapiens,,,,CEBPB-human,DNA,2012-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF240ZHW/@@download/ENCFF240ZHW.bed.gz
bigWig,,signal p-value,GRCh38,TF ChIP-seq,MCF-7,cell line,Homo sapiens,,,,CEBPB-human,DNA,2012-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF464JOC/@@download/ENCFF464JOC.bigWig
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,MCF-7,cell line,Homo sapiens,,,,CEBPB-human,DNA,2012-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF772ZTQ/@@download/ENCFF772ZTQ.bigBed
bigWig,,genome compartments,GRCh38,in situ Hi-C,motor neuron,in vitro differentiated cells,Homo sapiens,,,,,DNA,2021-08-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF159OJP/@@download/ENCFF159OJP.bigWig
hic,,mapping quality thresholded contact matrix,GRCh38,in situ Hi-C,motor neuron,in vitro differentiated cells,Homo sapiens,,,,,DNA,2021-08-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF860TRU/@@download/ENCFF860TRU.hic
bedpe,,contact domains,GRCh38,in situ Hi-C,motor neuron,in vitro differentiated cells,Homo sapiens,,,,,DNA,2021-08-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF333ZWL/@@download/ENCFF333ZWL.bedpe.gz
bedpe,,loops,GRCh38,in situ Hi-C,motor neuron,in vitro differentiated cells,Homo sapiens,,,,,DNA,2021-08-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF556TTE/@@download/ENCFF556TTE.bedpe.gz
tsv,,gene quantifications,GRCh38,small RNA-seq,A549,cell line,Homo sapiens,,,,,RNA,2012-07-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF732ZTA/@@download/ENCFF732ZTA.tsv
bigWig,,plus strand signal of unique reads,GRCh38,small RNA-seq,A549,cell line,Homo sapiens,,,,,RNA,2012-07-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF317ZJO/@@download/ENCFF317ZJO.bigWig
bigWig,,minus strand signal of unique reads,GRCh38,small RNA-seq,A549,cell line,Homo sapiens,,,,,RNA,2012-07-09,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF826HHP/@@download/ENCFF826HHP.bigWig
bigWig,,read-depth normalized signal,GRCh38,DNase-seq,posterior cingulate gyrus,tissue,Homo sapiens,,,,,DNA,2021-01-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF283AUC/@@download/ENCFF283AUC.bigWig
bigBed,narrowPeak,peaks,GRCh38,DNase-seq,posterior cingulate gyrus,tissue,Homo sapiens,,,,,DNA,2021-01-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF607YYD/@@download/ENCFF607YYD.bigBed
bed,narrowPeak,peaks,GRCh38,DNase-seq,posterior cingulate gyrus,tissue,Homo sapiens,,,,,DNA,2021-01-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF355JHP/@@download/ENCFF355JHP.bed.gz
bigWig,,signal p-value,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,CRISPR,insertion,attf-6-celegans,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF273YND/@@download/ENCFF273YND.bigWig
bed,narrowPeak,IDR thresholded peaks,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,CRISPR,insertion,attf-6-celegans,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF541AME/@@download/ENCFF541AME.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,CRISPR,insertion,attf-6-celegans,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF925IFL/@@download/ENCFF925IFL.bigBed
bed,narrowPeak,pseudoreplicated peaks,GRCh38,ATAC-seq,HG03354,cell line,Homo sapiens,,,,,DNA,2021-02-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF429JRQ/@@download/ENCFF429JRQ.bed.gz
bigWig,,signal p-value,GRCh38,ATAC-seq,HG03354,cell line,Homo sapiens,,,,,DNA,2021-02-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF153EIJ/@@download/ENCFF153EIJ.bigWig
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,ATAC-seq,HG03354,cell line,Homo sapiens,,,,,DNA,2021-02-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF986FBJ/@@download/ENCFF986FBJ.bigBed
bigWig,,signal p-value,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,SNAPC5-human,DNA,2021-03-31,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF743DXN/@@download/ENCFF743DXN.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,SNAPC5-human,DNA,2021-03-31,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF656THP/@@download/ENCFF656THP.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,CRISPR,insertion,SNAPC5-human,DNA,2021-03-31,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF999JUU/@@download/ENCFF999JUU.bigBed
bigWig,,signal p-value,GRCh38,TF ChIP-seq,GM12878,cell line,Homo sapiens,,,,E2F4-human,DNA,2012-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF337MYH/@@download/ENCFF337MYH.bigWig
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,GM12878,cell line,Homo sapiens,,,,E2F4-human,DNA,2012-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF509WLQ/@@download/ENCFF509WLQ.bigBed
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,GM12878,cell line,Homo sapiens,,,,E2F4-human,DNA,2012-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF744QAC/@@download/ENCFF744QAC.bed.gz
bigWig,,plus strand signal of unique reads,GRCh38,total RNA-seq,"naive thymus-derived CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,,,,,RNA,2021-06-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF291GNY/@@download/ENCFF291GNY.bigWig
bigWig,,minus strand signal of unique reads,GRCh38,total RNA-seq,"naive thymus-derived CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,,,,,RNA,2021-06-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF255PXJ/@@download/ENCFF255PXJ.bigWig
tsv,,gene quantifications,GRCh38,total RNA-seq,"naive thymus-derived CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,,,,,RNA,2021-06-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF188GCO/@@download/ENCFF188GCO.tsv
bigWig,,signal p-value,GRCh38,TF ChIP-seq,GM12878,cell line,Homo sapiens,,,,EBF1-human,DNA,2011-07-18,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF810XRY/@@download/ENCFF810XRY.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,GM12878,cell line,Homo sapiens,,,,EBF1-human,DNA,2011-07-18,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF895MHN/@@download/ENCFF895MHN.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,GM12878,cell line,Homo sapiens,,,,EBF1-human,DNA,2011-07-18,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF813OXE/@@download/ENCFF813OXE.bigBed
bigWig,,minus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,SF3A2-human,polyadenylated mRNA,2021-02-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF901JIW/@@download/ENCFF901JIW.bigWig
bigWig,,plus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,SF3A2-human,polyadenylated mRNA,2021-02-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF296EYQ/@@download/ENCFF296EYQ.bigWig
tsv,,gene quantifications,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,SF3A2-human,polyadenylated mRNA,2021-02-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF834YTK/@@download/ENCFF834YTK.tsv
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,mucosa of descending colon,tissue,Homo sapiens,,,,H3K9me3-human,DNA,2021-05-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF454ULG/@@download/ENCFF454ULG.bigWig
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,mucosa of descending colon,tissue,Homo sapiens,,,,H3K9me3-human,DNA,2021-05-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF159TJS/@@download/ENCFF159TJS.bigBed
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,mucosa of descending colon,tissue,Homo sapiens,,,,H3K9me3-human,DNA,2021-05-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF153MLO/@@download/ENCFF153MLO.bed.gz
bigWig,,signal p-value,GRCh38,Histone ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,H3K4me1-human,DNA,2012-08-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF633KDT/@@download/ENCFF633KDT.bigWig
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Histone ChIP-seq,A549,cell line,Homo sapiens,dexamethasone,,,H3K4me1-human,DNA,2012-08-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF876PYY/@@download/ENCFF876PYY.bigBed
